year	age	educ	degree	sex	postlife	happy	life	richwork	news	tvhours	usewww	zodiac	degree3	newsreordered	id	income98	region	vote96	vote00
2002	40	12	1	2	1	2	0	0	2	1	1	2	2	4	327	21	9	1	2
2002	74	12	1	2	0	0	0	0	0	-1	2	11	2	0	328	9	9	1	1
2002	19	12	0	2	1	3	0	0	1	5	1	7	1	5	329	14	9	 	 
2002	33	16	3	1	0	0	0	0	0	-1	1	5	3	0	330	19	9	1	1
2002	29	16	1	1	0	0	0	0	0	-1	1	2	2	0	331	17	9	 	 
2002	26	15	1	1	2	1	2	1	1	1	1	1	2	5	332	22	9	1	1
2002	23	14	1	2	1	2	0	0	3	1	1	3	2	3	333	23	9	 	2
2002	56	16	1	1	2	2	0	0	2	2	1	11	2	4	334	1	9	1	1
2002	40	18	4	2	0	0	0	0	0	-1	2	5	3	0	335	19	9	1	1
2002	55	14	1	1	0	0	0	0	0	-1	1	3	2	0	336	23	9	1	1
2002	35	14	1	1	1	2	1	1	5	3	2	6	2	1	337	19	9	1	1
2002	33	16	3	1	2	1	1	1	0	-1	1	6	3	0	338	23	9	1	1
2002	37	20	4	2	2	2	2	2	2	1	1	6	3	4	339	23	9	1	1
2002	65	19	4	1	2	2	0	0	1	1	2	12	3	5	340	23	9	2	1
2002	45	16	3	2	1	2	2	2	0	-1	1	3	3	0	341	23	9	1	1
2002	28	11	0	2	0	0	0	0	0	-1	1	5	1	0	342	19	9	 	 
2002	24	16	3	1	0	0	0	0	0	-1	1	4	3	0	343	2	9	2	2
2002	32	16	3	2	1	2	0	0	4	2	1	7	3	2	344	21	9	1	2
2002	47	15	1	2	0	0	0	0	0	-1	2	7	2	0	345	19	9	 	 
2002	61	8	0	1	0	0	0	0	0	-1	1	4	1	0	346	23	9	2	2
2002	52	5	0	2	1	1	1	0	5	1	2	4	1	1	347	18	9	1	1
2002	24	13	1	2	1	2	0	0	4	1	1	5	2	2	348	13	9	2	2
2002	30	17	3	1	1	2	1	1	0	-1	1	10	3	0	349	15	9	1	1
2002	33	14	1	1	0	0	0	0	0	-1	1	8	2	0	350	16	9	 	 
2002	49	12	1	1	0	0	0	0	0	-1	1	1	2	0	351	1	9	2	2
2002	49	9	0	2	2	3	1	2	0	-1	2	3	1	0	352	16	9	 	 
2002	35	16	3	1	0	0	0	0	0	-1	1	9	3	0	353	20	9	 	 
2002	37	14	1	2	8	2	0	0	4	4	1	2	2	2	354	15	9	2	2
2002	22	13	1	2	0	0	0	0	0	-1	1	2	2	0	355	18	9	 	2
2002	49	12	1	2	0	0	0	0	0	-1	2	7	2	0	356	10	9	 	1
2002	27	13	1	2	0	0	0	0	0	-1	1	12	2	0	357	13	9	2	1
2002	26	12	1	2	1	2	1	2	4	1	1	4	2	2	358	15	9	2	1
2002	51	2	0	2	1	3	1	0	5	6	2	2	1	1	359	98	9	2	2
2002	59	14	1	2	1	2	2	2	0	-1	1	10	2	0	360	22	9	1	1
2002	60	13	1	2	0	0	0	0	0	-1	2	11	2	0	361	16	9	1	1
2002	38	16	3	2	0	0	0	0	0	-1	1	11	3	0	362	21	9	1	1
2002	40	16	3	1	1	1	0	0	1	2	1	7	3	5	363	23	9	1	1
2002	42	14	1	2	0	0	0	0	0	-1	1	99	2	0	364	23	9	1	1
2002	47	14	2	2	1	1	2	2	1	4	1	1	2	5	365	23	9	1	1
2002	44	17	3	1	1	1	1	2	0	-1	1	4	3	0	366	23	9	1	1
2002	47	12	1	2	0	0	0	0	0	-1	2	11	2	0	367	22	9	2	2
2002	70	18	3	1	0	0	0	0	0	-1	1	5	3	0	368	18	9	1	1
2002	75	17	4	1	1	1	1	1	3	2	1	9	3	3	369	18	9	1	1
2002	87	18	4	1	2	2	2	0	0	-1	2	6	3	0	370	19	9	1	1
2002	71	16	3	1	0	0	0	0	0	-1	1	12	3	0	371	23	9	1	1
2002	48	15	1	2	0	0	0	0	0	-1	1	11	2	0	372	23	9	1	1
2002	46	16	3	2	1	2	0	0	3	4	1	9	3	3	373	23	9	1	1
2002	22	12	1	1	0	0	0	0	0	-1	1	2	2	0	374	23	9	 	1
2002	62	19	4	1	0	0	0	0	0	-1	1	12	3	0	375	19	9	1	1
2002	23	16	2	2	0	0	0	0	0	-1	1	5	2	0	376	14	9	 	1
2002	57	14	1	1	1	2	2	0	1	3	1	12	2	5	377	15	9	1	1
2002	36	12	1	1	0	0	0	0	0	-1	2	3	2	0	378	16	9	 	 
2002	21	14	1	1	0	0	0	0	0	-1	1	4	2	0	379	11	9	 	1
2002	66	12	1	1	1	1	1	2	1	3	1	9	2	5	380	16	9	1	1
2002	23	12	1	2	2	1	0	0	5	2	1	5	2	1	381	98	9	 	1
2002	30	15	0	2	0	0	0	0	0	-1	1	6	1	0	382	8	9	 	 
2002	89	14	3	2	0	0	0	0	0	-1	2	5	3	0	383	15	9	1	1
2002	32	16	4	1	1	3	0	0	5	1	1	2	3	1	384	18	9	2	2
2002	46	15	4	1	2	2	2	1	0	-1	1	12	3	0	385	19	9	 	 
2002	46	12	1	2	1	2	2	2	2	4	1	2	2	4	386	18	9	1	1
2002	32	12	1	1	2	1	0	0	5	0	1	11	2	1	387	24	9	2	2
2002	35	20	4	2	8	3	1	1	0	-1	1	11	3	0	388	19	9	1	1
2002	65	8	0	1	0	0	0	0	0	-1	2	5	1	0	389	10	9	2	2
2002	37	11	0	1	0	0	0	0	0	-1	2	3	1	0	390	12	9	2	2
2002	31	9	0	2	0	0	0	0	0	-1	2	12	1	0	391	11	9	2	 
2002	67	12	1	2	1	2	2	0	0	-1	1	1	2	0	392	15	9	1	1
2002	35	11	1	1	0	0	0	0	0	-1	1	3	2	0	393	18	9	2	2
2002	70	14	1	1	0	0	0	0	0	-1	2	5	2	0	394	9	9	1	1
2002	84	12	1	1	1	2	0	0	1	4	1	10	2	5	395	15	9	1	1
2002	39	12	1	1	0	0	0	0	0	-1	2	2	2	0	396	1	9	2	2
2002	43	13	0	1	2	1	1	0	5	5	2	6	1	1	397	13	9	 	 
2002	36	12	1	1	8	3	2	1	0	-1	2	9	2	0	398	12	9	1	2
2002	55	14	2	1	0	0	0	0	0	-1	1	1	2	0	399	20	9	1	1
2002	33	14	2	1	0	0	0	0	0	-1	2	12	2	0	400	24	9	1	1
2002	73	12	1	1	8	2	1	0	1	4	1	5	2	5	401	24	9	1	1
2002	38	12	1	2	1	3	2	2	0	-1	2	12	2	0	402	15	9	1	2
2002	40	12	0	1	0	0	0	0	0	-1	2	6	1	0	403	19	9	1	1
2002	29	12	1	2	0	0	0	0	0	-1	1	4	2	0	404	17	9	2	2
2002	49	12	1	2	2	3	3	1	1	2	2	2	2	5	405	14	9	2	2
2002	26	13	1	1	2	2	1	2	0	-1	2	4	2	0	406	20	9	 	2
2002	30	13	1	2	0	0	0	0	0	-1	1	9	2	0	407	22	9	2	2
2002	54	14	1	2	1	2	1	2	3	2	1	2	2	3	408	19	9	1	1
2002	27	14	2	1	1	2	3	1	0	-1	1	5	2	0	409	21	9	1	1
2002	40	14	2	2	0	0	0	0	0	-1	1	12	2	0	410	12	9	2	2
2002	30	18	1	1	0	0	0	0	0	-1	1	3	2	0	411	19	9	 	 
2002	45	20	4	2	1	2	2	1	2	2	1	6	3	4	412	19	9	1	1
2002	22	13	1	2	1	2	0	0	4	4	1	8	2	2	413	13	9	 	1
2002	32	12	0	1	1	3	3	2	0	-1	1	3	1	0	414	18	9	 	 
2002	24	12	0	2	0	0	0	0	0	-1	2	9	1	0	415	12	9	 	1
2002	35	13	1	2	1	2	0	0	4	2	1	1	2	2	416	20	9	1	1
2002	32	16	3	1	1	1	1	1	0	-1	1	2	3	0	417	20	9	2	1
2002	31	17	3	2	1	2	1	1	0	-1	1	5	3	0	418	18	9	1	1
2002	65	17	3	1	0	0	0	0	0	-1	1	2	3	0	419	16	9	1	2
2002	60	16	3	2	0	0	0	0	0	-1	2	11	3	0	420	15	9	2	2
2002	33	14	0	2	1	2	2	0	3	2	2	11	1	3	421	1	2	1	1
2002	24	14	1	2	1	2	0	0	5	1	1	11	2	1	422	15	2	2	2
2002	34	6	0	1	0	0	0	0	0	-1	2	11	1	0	423	10	2	 	 
2002	30	15	2	1	1	2	1	2	2	3	1	9	2	4	424	17	2	1	1
2002	36	15	2	2	0	0	0	0	0	-1	1	11	2	0	425	20	2	1	1
2002	38	14	2	2	0	0	0	0	0	-1	1	11	2	0	426	18	2	1	1
2002	28	16	3	2	8	2	0	0	4	7	1	11	3	2	427	10	2	1	1
2002	42	16	3	2	2	1	1	1	0	-1	1	5	3	0	428	19	2	1	1
2002	24	98	8	2	0	0	0	0	0	-1	2	98	8	0	429	98	2	 	 
2002	38	18	4	2	0	0	0	0	0	-1	1	12	3	0	430	20	2	 	 
2002	40	16	3	1	2	2	1	1	2	2	1	10	3	4	431	19	2	1	1
2002	31	16	3	2	2	1	0	0	3	1	1	10	3	3	432	23	2	1	1
2002	26	16	3	1	8	1	1	1	0	-1	1	7	3	0	433	24	2	2	2
2002	33	18	4	1	0	0	0	0	0	-1	1	3	3	0	434	24	2	2	1
2002	67	12	1	1	2	2	1	0	1	2	2	2	2	5	435	20	2	1	1
2002	45	19	4	1	2	2	0	0	2	1	1	7	3	4	436	20	2	1	1
2002	60	19	4	1	2	3	1	1	0	-1	1	1	3	0	437	18	2	1	1
2002	24	13	1	2	0	0	0	0	0	-1	1	5	2	0	438	14	2	2	2
2002	34	11	0	2	0	0	0	0	0	-1	1	12	1	0	439	12	2	1	1
2002	51	16	3	2	0	0	0	0	0	-1	2	2	3	0	440	24	2	1	1
2002	33	18	4	2	1	2	0	0	2	1	1	9	3	4	441	23	2	2	1
2002	43	11	0	2	0	0	0	0	0	-1	1	4	1	0	442	13	2	2	2
2002	26	12	1	2	0	0	0	0	0	-1	1	10	2	0	443	11	2	2	1
2002	65	14	1	2	1	2	2	1	4	6	2	7	2	2	444	18	2	 	 
2002	41	12	1	1	1	2	2	2	0	-1	1	6	2	0	445	17	2	1	1
2002	56	14	2	2	0	0	0	0	0	-1	2	99	2	0	446	24	2	 	2
2002	55	6	0	2	0	0	0	0	0	-1	2	2	1	0	447	10	2	 	 
2002	47	99	0	1	2	1	8	1	2	2	2	11	1	4	448	24	2	 	 
2002	47	20	4	2	1	1	0	0	1	1	1	8	3	5	449	23	2	2	2
2002	89	17	4	2	2	2	2	0	0	-1	2	10	3	0	450	24	2	1	1
2002	54	19	4	2	0	0	0	0	0	-1	1	1	3	0	451	23	2	1	1
2002	43	16	3	2	2	1	1	2	0	-1	1	5	3	0	452	23	2	1	1
2002	37	16	3	1	1	2	1	1	1	1	1	4	3	5	453	23	2	1	2
2002	83	20	4	2	2	2	0	0	1	0	1	2	3	5	454	23	2	1	1
2002	62	16	3	2	0	0	0	0	0	-1	1	3	3	0	455	19	2	1	1
2002	48	20	4	2	1	3	1	1	3	4	1	7	3	3	456	18	2	1	1
2002	63	16	4	1	0	0	0	0	0	-1	1	1	3	0	457	23	2	1	1
2002	38	16	3	1	0	0	0	0	0	-1	1	9	3	0	458	5	2	1	1
2002	83	6	0	2	0	0	0	0	0	-1	2	6	1	0	459	6	2	2	2
2002	87	9	0	2	1	3	2	0	3	4	2	9	1	3	460	6	2	1	2
2002	26	12	1	1	0	0	0	0	0	-1	2	5	2	0	461	12	2	2	2
2002	44	15	2	1	1	1	1	0	1	1	2	2	2	5	462	24	2	1	1
2002	78	14	1	2	1	2	0	0	2	1	2	4	2	4	463	8	2	1	1
2002	67	99	0	2	1	1	1	0	0	-1	2	1	1	0	464	24	2	 	 
2002	63	14	1	2	0	0	0	0	0	-1	1	11	2	0	465	8	2	1	1
2002	21	13	1	2	1	3	0	0	2	5	1	9	2	4	466	13	2	 	2
2002	42	14	1	2	0	0	0	0	0	-1	2	1	2	0	467	15	2	2	2
2002	53	12	1	1	0	0	0	0	0	-1	2	1	2	0	468	24	2	 	2
2002	55	6	0	1	8	2	2	0	1	98	2	99	1	5	469	24	2	1	2
2002	73	12	0	1	1	1	1	0	0	-1	1	7	1	0	470	17	2	1	1
2002	33	16	3	1	2	2	8	1	1	3	2	1	3	5	471	98	2	 	 
2002	24	14	1	2	8	2	0	0	2	1	1	8	2	4	472	21	2	 	 
2002	52	14	1	2	1	2	1	0	0	-1	2	9	2	0	473	17	2	 	 
2002	70	18	4	2	0	0	0	0	0	-1	2	11	3	0	474	20	2	1	1
2002	85	11	0	2	0	0	0	0	0	-1	2	9	1	0	475	24	2	1	1
2002	72	14	2	1	2	2	1	1	1	1	2	12	2	5	476	24	2	1	1
2002	99	12	0	2	0	0	0	0	0	-1	1	99	1	0	477	98	2	 	 
2002	75	18	4	1	0	0	0	0	0	-1	1	6	3	0	478	24	2	1	2
2002	51	14	2	2	1	1	1	0	0	-1	1	1	2	0	479	98	2	1	1
2002	37	17	3	2	0	0	0	0	0	-1	1	9	3	0	480	24	2	1	1
2002	67	8	0	2	0	0	0	0	0	-1	2	2	1	0	481	5	2	1	1
2002	64	18	4	1	1	1	1	0	3	8	1	9	3	3	482	11	2	 	 
2002	33	14	1	2	1	2	0	0	4	4	2	7	2	2	483	16	2	1	1
2002	49	12	1	2	0	0	0	0	0	-1	2	2	2	0	484	5	2	1	1
2002	47	12	1	2	0	0	0	0	0	-1	2	4	2	0	485	15	2	 	 
2002	45	12	1	2	0	0	0	0	0	-1	2	5	2	0	486	98	2	1	2
2002	25	9	0	1	1	1	2	2	1	3	2	12	1	5	487	24	2	2	1
2002	49	11	0	1	1	2	0	0	2	3	2	7	1	4	488	24	2	1	1
2002	76	8	0	2	1	2	2	0	0	-1	2	10	1	0	489	24	2	1	1
2002	28	13	1	2	0	0	0	0	0	-1	1	7	2	0	490	2	2	1	1
2002	62	12	1	2	1	3	3	0	1	2	2	6	2	5	491	24	1	1	1
2002	43	12	1	2	1	2	1	0	0	-1	1	4	2	0	492	20	1	 	2
2002	31	18	4	1	8	2	2	2	1	3	1	2	3	5	493	23	1	1	1
2002	59	16	3	2	1	2	0	0	2	2	1	5	3	4	494	24	1	1	1
2002	67	13	1	2	8	2	1	0	0	-1	2	2	2	0	495	18	1	1	1
2002	41	18	4	1	0	0	0	0	0	-1	1	5	3	0	496	24	2	 	 
2002	37	18	4	2	0	0	0	0	0	-1	1	3	3	0	497	23	2	1	1
2002	37	16	3	1	0	0	0	0	0	-1	1	7	3	0	498	23	2	1	1
2002	35	16	3	2	1	2	1	1	2	1	1	3	3	4	499	23	2	1	1
2002	54	18	4	1	2	2	0	0	1	2	1	9	3	5	500	23	2	1	1
2002	39	17	3	1	8	1	2	2	1	1	1	9	3	5	501	23	2	1	1
2002	47	12	1	2	1	2	0	0	1	3	1	4	2	5	502	23	2	1	1
2002	35	14	2	2	0	0	0	0	0	-1	1	10	2	0	503	18	2	1	1
2002	42	12	1	1	1	2	1	1	1	1	2	9	2	5	504	18	2	1	1
2002	48	16	3	2	0	0	0	0	0	-1	2	4	3	0	505	98	2	1	2
2002	31	12	1	1	1	3	0	0	4	2	2	6	2	2	506	15	2	2	1
2002	37	13	1	1	1	1	2	0	0	-1	2	12	2	0	507	2	2	1	1
2002	40	14	1	2	0	0	0	0	0	-1	2	1	2	0	508	18	2	2	2
2002	41	13	1	2	0	0	0	0	0	-1	1	12	2	0	509	19	2	1	1
2002	55	15	2	1	1	3	1	1	4	12	1	6	2	2	510	20	2	1	1
2002	51	14	1	1	1	2	0	0	1	5	2	11	2	5	511	3	2	1	1
2002	36	14	1	1	1	2	1	1	0	-1	1	5	2	0	512	22	2	1	1
2002	63	12	1	2	0	0	0	0	0	-1	2	12	2	0	513	8	2	1	2
2002	42	11	0	2	1	2	2	0	3	6	1	8	1	3	514	23	2	1	1
2002	39	11	0	2	0	0	0	0	0	-1	2	5	1	0	515	5	2	2	2
2002	33	14	1	2	0	0	0	0	0	-1	2	12	2	0	516	10	2	1	2
2002	21	12	1	2	2	3	0	0	2	4	1	11	2	4	517	13	2	 	2
2002	34	16	3	2	0	0	0	0	0	-1	1	2	3	0	518	22	2	1	2
2002	58	15	1	1	0	0	0	0	0	-1	1	1	2	0	519	17	2	1	2
2002	62	16	3	1	8	1	1	2	1	3	1	9	3	5	520	23	2	1	1
2002	39	16	3	2	1	1	0	0	5	0	1	6	3	1	521	23	2	2	2
2002	61	20	4	1	8	1	1	1	0	-1	1	6	3	0	522	22	2	1	1
2002	28	16	3	1	0	0	0	0	0	-1	1	3	3	0	523	22	2	1	1
2002	34	19	4	1	0	0	0	0	0	-1	1	5	3	0	524	23	2	1	1
2002	53	19	4	2	0	0	0	0	0	-1	1	1	3	0	525	9	2	 	 
2002	50	16	3	2	1	3	3	2	1	1	1	5	3	5	526	19	2	1	1
2002	43	20	4	1	1	2	0	0	4	1	1	4	3	2	527	21	2	2	2
2002	35	12	1	2	0	0	0	0	0	-1	1	12	2	0	528	19	2	2	2
2002	32	12	1	1	1	1	2	1	0	-1	1	8	2	0	529	20	2	1	1
2002	55	18	4	2	0	0	0	0	0	-1	1	2	3	0	530	23	2	1	1
2002	49	15	2	2	0	0	0	0	0	-1	1	1	2	0	531	23	2	2	1
2002	41	12	1	1	8	2	2	1	0	-1	1	6	2	0	532	20	2	2	2
2002	40	12	1	2	0	0	0	0	0	-1	1	3	2	0	533	19	2	1	1
2002	42	12	1	1	0	0	0	0	0	-1	1	2	2	0	534	21	2	1	1
2002	37	15	2	1	1	1	1	1	1	1	1	8	2	5	535	23	2	1	1
2002	36	14	2	1	1	1	0	0	1	2	1	9	2	5	536	22	2	2	1
2002	59	15	2	1	1	1	1	2	0	-1	1	6	2	0	537	23	2	1	1
2002	50	16	3	1	0	0	0	0	0	-1	1	6	3	0	538	23	2	1	1
2002	66	12	1	2	1	3	1	0	0	-1	2	6	2	0	539	3	2	1	1
2002	32	12	1	2	0	0	0	0	0	-1	1	8	2	0	540	20	2	1	1
2002	37	18	4	2	0	0	0	0	0	-1	1	12	3	0	541	12	2	 	 
2002	32	15	1	2	0	0	0	0	0	-1	1	5	2	0	542	23	2	1	1
2002	60	14	2	1	0	0	0	0	0	-1	1	7	2	0	543	23	2	1	1
2002	32	14	1	1	0	0	0	0	0	-1	1	4	2	0	544	22	2	1	1
2002	45	18	2	2	1	2	1	1	1	6	1	7	2	5	545	23	2	1	1
2002	37	19	4	1	2	2	2	1	0	-1	1	1	3	0	546	23	2	1	1
2002	78	13	1	2	0	0	0	0	0	-1	2	6	2	0	547	24	2	1	1
2002	63	14	2	2	0	0	0	0	0	-1	2	2	2	0	548	98	2	1	1
2002	41	12	1	2	1	2	0	0	1	4	1	3	2	5	549	23	2	1	1
2002	32	11	1	1	2	2	2	1	0	-1	1	2	2	0	550	19	2	1	1
2002	55	18	4	1	0	0	0	0	0	-1	1	9	3	0	551	23	2	1	1
2002	70	20	4	1	0	0	0	0	0	-1	2	1	3	0	552	24	2	1	1
2002	60	13	1	2	2	1	0	0	1	2	1	6	2	5	553	21	2	1	1
2002	46	16	3	2	1	2	2	1	0	-1	1	3	3	0	554	24	2	1	1
2002	63	16	3	2	0	0	0	0	0	-1	1	11	3	0	555	23	2	1	1
2002	53	15	1	1	0	0	0	0	0	-1	1	8	2	0	556	21	2	1	1
2002	43	13	1	2	8	2	0	0	2	3	2	9	2	4	557	18	2	1	1
2002	33	16	3	1	2	1	1	1	0	-1	1	8	3	0	558	19	2	1	1
2002	30	13	1	1	0	0	0	0	0	-1	1	1	2	0	559	24	2	2	1
2002	35	12	1	2	0	0	0	0	0	-1	1	4	2	0	560	20	2	1	 
2002	40	12	1	2	1	2	3	1	0	-1	2	9	2	0	561	13	2	2	2
2002	34	12	1	2	0	0	0	0	0	-1	1	12	2	0	562	20	2	1	1
2002	28	14	3	1	0	0	0	0	0	-1	2	1	3	0	563	16	2	1	1
2002	76	12	1	2	2	1	0	0	1	2	2	8	2	5	564	22	2	1	1
2002	47	12	1	2	2	3	2	2	0	-1	1	4	2	0	565	15	2	2	1
2002	24	14	1	2	0	0	0	0	0	-1	1	5	2	0	566	14	2	2	2
2002	65	12	1	1	0	0	0	0	0	-1	2	10	2	0	567	98	2	2	2
2002	50	12	1	2	1	3	2	1	5	12	2	4	2	1	568	1	2	2	2
2002	44	9	1	2	2	2	2	1	0	-1	2	4	2	0	569	16	2	2	2
2002	79	12	1	2	0	0	0	0	0	-1	2	4	2	0	570	7	2	1	1
2002	28	14	1	2	0	0	0	0	0	-1	2	8	2	0	571	24	2	2	2
2002	64	12	1	1	1	2	2	0	2	2	2	9	2	4	572	14	2	2	2
2002	23	13	1	1	1	1	8	8	0	-1	1	6	2	0	573	98	2	 	2
2002	37	12	1	1	0	0	0	0	0	-1	2	2	2	0	574	9	2	2	2
2002	48	14	2	1	0	0	0	0	0	-1	2	8	2	0	575	24	2	1	1
2002	39	15	1	1	0	0	0	0	0	-1	1	4	2	0	576	17	2	 	 
2002	77	9	0	2	1	2	0	0	1	6	2	7	1	5	577	14	2	2	2
2002	35	8	0	1	2	2	8	1	0	-1	2	9	1	0	578	10	2	 	 
2002	48	16	2	1	0	0	0	0	0	-1	2	9	2	0	579	19	2	2	2
2002	50	12	1	2	1	2	1	1	0	-1	2	5	2	0	580	10	2	1	1
2002	48	12	1	2	0	0	0	0	0	-1	2	7	2	0	581	16	2	1	1
2002	75	12	1	1	0	0	0	0	0	-1	1	3	2	0	582	11	2	1	1
2002	25	12	1	2	1	3	2	0	5	4	2	12	2	1	583	12	2	1	2
2002	45	12	1	1	0	0	0	0	0	-1	1	12	2	0	584	19	2	1	1
2002	62	12	1	2	0	0	0	0	0	-1	2	12	2	0	585	7	2	1	2
2002	57	14	1	2	0	0	0	0	0	-1	2	8	2	0	586	4	2	1	1
2002	30	12	1	1	1	2	2	2	2	5	2	9	2	4	587	12	2	2	2
2002	32	14	2	2	1	2	2	2	0	-1	1	6	2	0	588	16	2	2	2
2002	67	6	0	1	0	0	0	0	0	-1	2	7	1	0	589	24	2	2	2
2002	54	11	0	1	9	1	0	0	3	7	2	3	1	3	590	15	2	2	2
2002	62	14	1	2	2	2	8	0	0	-1	1	4	2	0	591	18	2	1	1
2002	33	12	1	1	1	3	0	0	1	2	2	3	2	5	592	11	2	2	2
2002	67	12	1	1	1	2	2	0	0	-1	2	4	2	0	593	9	2	1	2
2002	48	2	0	1	8	1	1	2	0	-1	1	2	1	0	594	21	2	1	1
2002	24	12	1	2	1	3	0	0	2	2	2	99	2	4	595	3	2	2	2
2002	29	12	0	2	0	0	0	0	0	-1	1	4	1	0	596	2	2	2	2
2002	73	16	1	1	0	0	0	0	0	-1	2	1	2	0	597	6	2	1	1
2002	30	11	0	2	0	0	0	0	0	-1	2	4	1	0	598	1	2	2	2
2002	43	12	1	1	1	2	2	2	2	4	1	7	2	4	599	19	7	1	1
2002	53	12	1	2	1	2	0	0	5	4	1	4	2	1	600	14	7	1	1
2002	59	16	3	1	1	1	1	2	1	1	1	8	3	5	601	98	7	1	1
2002	33	17	3	2	1	1	0	0	1	2	2	5	3	5	602	19	7	1	1
2002	48	12	1	2	1	2	1	0	0	-1	1	8	2	0	603	21	7	1	1
2002	67	12	1	2	0	0	0	0	0	-1	1	11	2	0	604	16	7	1	1
2002	56	18	4	1	1	1	2	2	0	-1	1	9	3	0	605	22	7	1	1
2002	66	12	1	2	0	0	0	0	0	-1	1	1	2	0	606	19	7	1	1
2002	54	18	4	1	0	0	0	0	0	-1	1	3	3	0	607	23	7	1	1
2002	61	7	0	1	2	2	2	0	1	12	2	5	1	5	608	13	7	2	2
2002	35	12	1	2	0	0	0	0	0	-1	2	2	2	0	609	18	7	2	2
2002	85	11	0	2	0	0	0	0	0	-1	2	1	1	0	610	98	7	2	2
2002	73	12	1	2	0	0	0	0	0	-1	2	1	2	0	611	7	7	1	1
2002	73	18	4	2	1	1	1	0	1	3	2	12	3	5	612	18	7	1	1
2002	46	18	4	2	1	2	0	0	4	2	1	10	3	2	613	18	7	2	2
2002	48	12	1	1	2	2	2	1	0	-1	2	8	2	0	614	14	7	2	2
2002	31	12	1	2	0	0	0	0	0	-1	2	3	2	0	615	16	7	2	2
2002	44	12	1	1	0	0	0	0	0	-1	2	12	2	0	616	18	7	1	1
2002	37	15	1	1	1	1	1	1	2	0	1	7	2	4	617	20	4	1	1
2002	40	12	1	2	1	2	0	0	1	2	1	8	2	5	618	18	4	1	1
2002	23	14	1	1	0	0	0	0	0	-1	1	2	2	0	619	18	4	 	1
2002	72	8	0	1	1	2	2	0	2	3	2	12	1	4	620	14	4	1	1
2002	61	12	1	2	1	1	0	0	1	5	2	7	2	5	621	16	4	1	1
2002	56	11	0	2	1	2	1	2	0	-1	1	7	1	0	622	17	4	2	2
2002	30	12	1	1	0	0	0	0	0	-1	1	99	2	0	623	24	4	2	2
2002	69	12	1	2	0	0	0	0	0	-1	1	5	2	0	624	24	4	2	2
2002	48	12	1	2	1	2	0	0	2	2	1	7	2	4	625	98	4	1	1
2002	22	12	1	1	0	0	0	0	0	-1	1	1	2	0	626	15	4	 	1
2002	27	16	1	1	8	2	2	1	2	2	1	5	2	4	627	18	4	1	1
2002	20	10	0	1	2	2	0	0	4	1	2	3	1	2	628	98	4	 	2
2002	23	13	1	1	0	0	0	0	0	-1	2	12	2	0	629	21	4	 	 
2002	25	9	1	2	0	0	0	0	0	-1	1	11	2	0	630	8	8	2	2
2002	23	13	1	1	1	2	1	0	2	2	1	10	2	4	631	11	8	 	2
2002	37	15	2	2	1	2	3	1	0	-1	2	12	2	0	632	15	8	1	1
2002	75	11	0	1	0	0	0	0	0	-1	2	3	1	0	633	8	8	1	1
2002	54	12	1	2	0	0	0	0	0	-1	1	6	2	0	634	14	8	1	1
2002	34	12	1	1	1	2	2	2	2	3	1	7	2	4	635	18	8	2	2
2002	61	16	3	2	1	2	0	0	1	4	1	3	3	5	636	20	8	1	1
2002	80	13	1	2	1	2	2	0	0	-1	2	12	2	0	637	8	8	2	2
2002	61	16	3	2	0	0	0	0	0	-1	1	1	3	0	638	21	8	1	1
2002	64	12	1	2	0	0	0	0	0	-1	2	5	2	0	639	3	8	2	2
2002	29	13	2	2	0	0	0	0	0	-1	1	4	2	0	640	21	8	2	1
2002	88	8	0	2	1	1	0	0	1	5	2	6	1	5	641	11	8	1	1
2002	46	2	0	1	1	3	2	2	0	-1	2	8	1	0	642	12	8	1	2
2002	25	9	0	1	0	0	0	0	0	-1	2	7	1	0	643	11	8	1	1
2002	22	10	0	2	0	0	0	0	0	-1	2	9	1	0	644	4	8	 	2
2002	35	14	1	2	0	0	0	0	0	-1	1	5	2	0	645	8	8	2	1
2002	40	12	1	2	0	0	0	0	0	-1	1	5	2	0	646	20	8	1	1
2002	50	18	2	2	8	1	1	0	1	3	1	3	2	5	647	16	8	1	1
2002	50	4	0	1	0	0	0	0	0	-1	2	12	1	0	648	4	8	2	2
2002	33	14	1	2	0	0	0	0	0	-1	1	5	2	0	649	15	8	1	1
2002	66	9	0	2	0	0	0	0	0	-1	2	10	1	0	650	11	8	2	2
2002	48	16	3	2	1	2	1	1	0	-1	1	1	3	0	651	22	3	1	1
2002	73	12	1	2	0	0	0	0	0	-1	2	11	2	0	652	21	3	1	1
2002	48	12	1	2	0	0	0	0	0	-1	1	7	2	0	653	23	3	1	1
2002	46	12	1	1	1	2	1	2	0	-1	1	8	2	0	654	20	3	1	1
2002	66	15	1	2	0	0	0	0	0	-1	1	2	2	0	655	20	3	1	1
2002	76	20	4	1	1	1	1	0	1	3	2	6	3	5	656	18	3	1	1
2002	24	16	3	1	1	1	1	2	0	-1	1	3	3	0	657	16	3	2	1
2002	19	12	0	1	0	0	0	0	0	-1	1	8	1	0	658	15	3	 	 
2002	66	12	1	2	0	0	0	0	0	-1	2	9	2	0	659	15	3	1	1
2002	75	14	1	2	8	2	8	0	1	5	2	10	2	5	660	10	3	1	 
