year	age	educ	degree	sex	postlife	happy	life	richwork	news	tvhours	usewww	zodiac	degree3	newsreordered	id	income98	region	vote96	vote00
2002	80	8	0	1	1	2	0	0	4	6	2	1	1	2	661	8	3	1	1
2002	71	12	1	1	8	3	3	0	0	-1	2	6	2	0	662	14	3	1	1
2002	76	9	0	2	0	0	0	0	0	-1	2	10	1	0	663	5	3	1	1
2002	72	12	1	2	1	1	0	0	1	5	2	6	2	5	664	9	3	1	1
2002	45	12	1	1	2	2	2	2	0	-1	1	11	2	0	665	22	3	1	1
2002	76	17	3	2	0	0	0	0	0	-1	2	8	3	0	666	20	3	1	1
2002	76	16	3	1	0	0	0	0	0	-1	2	11	3	0	667	16	3	2	2
2002	67	12	1	2	1	1	1	0	1	2	2	6	2	5	668	19	3	1	1
2002	49	18	4	2	1	2	1	2	0	-1	1	5	3	0	669	21	3	1	1
2002	41	12	1	1	1	2	1	1	1	3	2	3	2	5	670	9	3	1	1
2002	35	14	0	1	2	1	0	0	4	1	1	6	1	2	671	98	3	2	2
2002	59	12	1	2	1	2	2	1	5	3	2	6	2	1	672	24	3	1	1
2002	67	12	1	1	1	2	0	0	1	2	2	3	2	5	673	8	3	1	1
2002	24	14	2	1	0	0	0	0	0	-1	1	10	2	0	674	20	9	 	1
2002	52	15	2	1	0	0	0	0	0	-1	1	7	2	0	675	20	9	1	1
2002	40	16	2	2	0	0	0	0	0	-1	1	12	2	0	676	13	9	1	1
2002	88	12	1	2	8	2	2	0	1	4	2	10	2	5	677	9	9	1	1
2002	78	12	1	1	1	2	0	0	1	4	1	1	2	5	678	15	9	1	1
2002	24	15	1	1	0	0	0	0	0	-1	1	2	2	0	679	8	9	 	1
2002	41	12	1	1	0	0	0	0	0	-1	1	1	2	0	680	23	9	 	 
2002	46	14	1	2	0	0	0	0	0	-1	1	1	2	0	681	12	9	1	1
2002	68	16	3	2	1	2	1	0	0	-1	1	7	3	0	682	22	9	1	1
2002	56	16	3	2	0	0	0	0	0	-1	1	1	3	0	683	23	9	1	1
2002	57	18	3	2	0	0	0	0	0	-1	1	6	3	0	684	22	9	1	1
2002	48	20	4	1	2	2	2	1	1	0	1	1	3	5	685	23	9	1	1
2002	45	16	3	2	8	2	0	0	4	1	1	6	3	2	686	21	9	1	1
2002	39	16	3	2	1	2	0	0	2	2	1	5	3	4	687	20	9	1	1
2002	51	14	2	1	1	2	1	1	0	-1	1	9	2	0	688	17	9	1	1
2002	24	12	1	2	0	0	0	0	0	-1	1	4	2	0	689	4	9	2	2
2002	23	13	1	2	0	0	0	0	0	-1	1	5	2	0	690	20	9	 	1
2002	21	8	0	2	1	3	0	0	3	3	2	8	1	3	691	3	9	 	2
2002	65	12	1	2	1	2	2	0	0	-1	2	4	2	0	692	3	9	1	2
2002	22	12	1	2	0	0	0	0	0	-1	1	1	2	0	693	17	9	 	2
2002	57	14	3	2	1	2	0	0	3	8	1	3	3	3	694	17	9	1	1
2002	39	9	1	1	2	3	3	0	0	-1	1	5	2	0	695	8	9	2	2
2002	25	16	1	1	1	2	0	0	3	3	1	12	2	3	696	13	9	 	1
2002	46	13	1	1	1	1	1	1	0	-1	1	12	2	0	697	15	9	1	1
2002	49	12	1	2	0	0	0	0	0	-1	1	10	2	0	698	15	9	1	2
2002	71	11	0	2	0	0	0	0	0	-1	1	11	1	0	699	16	9	1	1
2002	33	13	2	2	1	1	0	0	1	1	1	4	2	5	700	20	9	1	1
2002	44	14	2	2	0	0	0	0	0	-1	2	9	2	0	701	19	9	1	1
2002	78	2	0	1	0	0	0	0	0	-1	2	11	1	0	702	11	9	2	2
2002	36	18	3	2	0	0	0	0	0	-1	1	7	3	0	703	15	9	1	1
2002	25	14	1	2	1	1	1	2	3	4	1	12	2	3	704	19	9	1	1
2002	30	12	1	1	1	2	1	1	0	-1	2	3	2	0	705	10	9	2	2
2002	34	12	1	1	0	0	0	0	0	-1	2	1	2	0	706	15	9	 	 
2002	41	15	2	2	0	0	0	0	0	-1	1	7	2	0	707	21	9	1	1
2002	43	12	1	1	1	2	1	2	1	0	1	8	2	5	708	18	9	1	1
2002	35	12	1	2	8	2	0	0	5	2	1	10	2	1	709	20	9	2	2
2002	21	13	1	1	8	3	1	1	0	-1	1	10	2	0	710	11	9	 	2
2002	60	14	1	2	0	0	0	0	0	-1	1	7	2	0	711	15	1	1	1
2002	33	12	1	2	1	1	2	1	1	6	1	11	2	5	712	23	1	2	2
2002	42	14	2	1	1	2	0	0	1	1	1	12	2	5	713	20	1	1	1
2002	35	16	3	1	2	1	2	2	0	-1	1	10	3	0	714	22	1	1	1
2002	44	12	1	2	0	0	0	0	0	-1	2	3	2	0	715	20	1	1	1
2002	22	13	1	2	0	0	0	0	0	-1	1	9	2	0	716	3	1	 	 
2002	34	18	3	2	0	0	0	0	0	-1	1	3	3	0	717	21	1	1	1
2002	23	12	1	2	1	2	2	1	2	5	2	11	2	4	718	98	1	 	2
2002	35	14	1	2	0	0	0	0	0	-1	1	10	2	0	719	18	1	1	1
2002	83	12	1	2	0	0	0	0	0	-1	2	5	2	0	720	6	1	1	 
2002	31	16	4	1	0	0	0	0	0	-1	1	12	3	0	721	15	1	 	 
2002	34	20	4	2	0	0	0	0	0	-1	1	2	3	0	722	15	1	 	 
2002	70	18	4	1	0	0	0	0	0	-1	1	12	3	0	723	21	1	1	1
2002	55	16	3	1	2	1	1	2	1	3	1	4	3	5	724	23	1	1	1
2002	44	13	1	2	0	0	0	0	0	-1	2	5	2	0	725	23	1	1	1
2002	41	15	2	1	0	0	0	0	0	-1	1	9	2	0	726	20	1	2	1
2002	84	11	0	2	8	2	2	0	3	5	2	6	1	3	727	8	1	2	2
2002	25	14	2	1	2	2	2	2	0	-1	1	6	2	0	728	98	1	2	2
2002	52	11	0	1	0	0	0	0	0	-1	2	11	1	0	729	5	1	1	1
2002	75	11	0	2	0	0	0	0	0	-1	2	2	1	0	730	8	1	2	2
2002	67	14	1	2	1	2	2	0	4	3	1	4	2	2	731	7	1	1	1
2002	86	11	0	1	2	2	2	1	0	-1	2	10	1	0	732	17	1	1	1
2002	40	12	1	2	0	0	0	0	0	-1	1	12	2	0	733	98	5	2	2
2002	20	13	1	2	2	1	0	0	4	2	1	7	2	2	734	10	5	 	1
2002	22	12	1	2	1	1	2	2	0	-1	1	11	2	0	735	17	5	 	 
2002	47	14	1	1	0	0	0	0	0	-1	2	12	2	0	736	20	5	2	2
2002	29	14	2	2	0	0	0	0	0	-1	2	1	2	0	737	18	5	1	1
2002	57	14	2	2	1	1	1	1	2	1	1	10	2	4	738	21	5	1	1
2002	23	13	1	2	0	0	0	0	0	-1	2	1	2	0	739	12	5	 	2
2002	65	9	0	1	0	0	0	0	0	-1	2	1	1	0	740	10	5	1	1
2002	62	13	1	1	0	0	0	0	0	-1	2	11	2	0	741	24	5	1	1
2002	39	13	1	1	1	2	3	2	1	4	1	3	2	5	742	17	5	1	1
2002	76	6	0	2	8	2	0	0	4	3	2	3	1	2	743	98	5	 	1
2002	62	14	1	2	1	1	2	2	0	-1	2	10	2	0	744	22	5	1	1
2002	60	12	1	2	0	0	0	0	0	-1	1	6	2	0	745	22	5	1	1
2002	32	13	1	2	0	0	0	0	0	-1	2	4	2	0	746	14	5	 	2
2002	27	10	0	2	1	2	2	1	2	5	2	6	1	4	747	3	5	2	2
2002	99	13	1	2	1	2	0	0	4	2	9	99	2	2	748	24	5	2	2
2002	36	12	1	1	1	1	1	1	0	-1	1	6	2	0	749	18	5	1	1
2002	30	14	1	2	0	0	0	0	0	-1	1	7	2	0	750	17	5	1	2
2002	75	6	0	2	0	0	0	0	0	-1	2	99	1	0	751	6	5	2	2
2002	53	16	3	1	2	3	3	1	3	0	2	7	3	3	752	7	5	 	 
2002	51	13	1	2	1	1	2	1	0	-1	1	4	2	0	753	16	5	1	1
2002	67	14	1	2	0	0	0	0	0	-1	2	10	2	0	754	98	5	1	1
2002	70	10	1	1	1	1	2	1	0	-1	2	3	2	0	755	13	5	1	1
2002	46	14	2	2	0	0	0	0	0	-1	1	3	2	0	756	23	5	1	1
2002	68	16	3	2	1	1	0	0	1	3	1	4	3	5	757	19	5	1	1
2002	53	14	2	1	0	0	0	0	0	-1	1	4	2	0	758	23	5	1	1
2002	83	12	1	2	1	2	0	0	1	5	2	2	2	5	759	18	5	1	1
2002	65	16	3	2	1	1	1	2	0	-1	1	12	3	0	760	19	5	1	1
2002	75	15	2	2	0	0	0	0	0	-1	2	7	2	0	761	13	5	1	2
2002	84	16	4	1	0	0	0	0	0	-1	2	2	3	0	762	16	5	1	1
2002	64	15	1	2	0	0	0	0	0	-1	2	12	2	0	763	24	5	1	1
2002	38	16	3	1	1	2	2	2	1	1	1	4	3	5	764	21	5	1	1
2002	71	12	1	2	1	1	0	0	1	3	2	12	2	5	765	18	5	1	1
2002	84	2	0	2	1	2	1	0	0	-1	2	10	1	0	766	23	5	1	1
2002	33	16	3	1	0	0	0	0	0	-1	1	4	3	0	767	20	5	1	1
2002	75	17	3	2	0	0	0	0	0	-1	2	12	3	0	768	7	5	1	1
2002	35	16	2	2	1	1	1	1	0	-1	1	7	2	0	769	12	3	1	1
2002	77	14	2	2	0	0	0	0	0	-1	2	2	2	0	770	24	3	1	1
2002	27	16	3	2	1	2	1	0	1	0	1	4	3	5	771	19	3	1	1
2002	80	16	3	1	2	3	2	0	0	-1	2	1	3	0	772	24	3	1	1
2002	54	20	4	2	0	0	0	0	0	-1	1	3	3	0	773	24	3	1	1
2002	43	18	4	1	0	0	0	0	0	-1	1	3	3	0	774	23	3	1	1
2002	65	16	3	1	0	0	0	0	0	-1	1	6	3	0	775	18	3	1	1
2002	50	16	3	2	1	2	2	1	1	2	1	2	3	5	776	19	3	1	1
2002	57	18	3	2	1	2	1	1	0	-1	1	9	3	0	777	16	3	2	1
2002	50	13	1	2	0	0	0	0	0	-1	1	9	2	0	778	18	3	2	2
2002	73	12	1	1	0	0	0	0	0	-1	2	6	2	0	779	18	3	1	1
2002	71	12	1	2	0	0	0	0	0	-1	2	3	2	0	780	24	3	1	1
2002	76	12	0	2	1	1	1	0	1	4	2	2	1	5	781	13	3	1	1
2002	46	9	0	1	1	2	2	1	0	-1	2	1	1	0	782	19	3	1	2
2002	32	9	0	1	0	0	0	0	0	-1	2	2	1	0	783	18	3	1	2
2002	62	14	2	1	0	0	0	0	0	-1	2	1	2	0	784	11	3	1	1
2002	71	12	1	2	1	2	2	0	1	4	2	3	2	5	785	98	3	1	1
2002	71	12	1	1	2	1	2	0	0	-1	2	9	2	0	786	14	3	1	1
2002	71	15	1	2	0	0	0	0	0	-1	2	8	2	0	787	13	3	1	1
2002	60	18	4	1	0	0	0	0	0	-1	1	4	3	0	788	23	3	1	1
2002	50	12	1	2	0	0	0	0	0	-1	1	4	2	0	789	23	3	1	1
2002	36	12	1	2	1	1	2	1	0	-1	1	8	2	0	790	16	3	1	1
2002	25	13	1	2	0	0	0	0	0	-1	1	2	2	0	791	10	3	2	 
2002	21	11	0	2	0	0	0	0	0	-1	1	4	1	0	792	8	3	 	 
2002	64	14	1	1	1	1	1	0	2	4	2	3	2	4	793	14	3	 	 
2002	73	6	0	2	1	2	0	0	1	3	2	6	1	5	794	3	3	1	1
2002	80	12	1	2	0	0	0	0	0	-1	2	1	2	0	795	9	3	1	1
2002	71	13	1	2	1	2	0	0	1	2	2	10	2	5	796	10	3	1	1
2002	83	12	1	2	1	2	0	0	1	4	2	10	2	5	797	98	3	1	2
2002	89	11	0	2	0	0	0	0	0	-1	2	5	1	0	798	9	3	1	1
2002	87	17	1	2	0	0	0	0	0	-1	2	11	2	0	799	10	3	1	1
2002	67	12	1	2	0	0	0	0	0	-1	2	4	2	0	800	24	3	1	1
2002	73	12	1	1	8	2	0	0	1	2	2	9	2	5	801	13	7	1	2
2002	49	19	3	2	0	0	0	0	0	-1	1	6	3	0	802	20	7	1	1
2002	64	12	1	2	0	0	0	0	0	-1	2	2	2	0	803	9	7	2	2
2002	41	10	0	1	0	0	0	0	0	-1	2	5	1	0	804	15	7	1	2
2002	76	8	0	1	2	2	2	0	1	1	2	11	1	5	805	8	7	2	2
2002	46	18	4	1	1	2	1	1	0	-1	1	11	3	0	806	16	7	1	1
2002	34	14	2	1	0	0	0	0	0	-1	1	11	2	0	807	16	7	1	1
2002	50	14	1	1	1	2	1	1	1	2	2	6	2	5	808	9	7	1	1
2002	44	13	1	2	1	1	1	1	0	-1	1	3	2	0	809	19	7	1	1
2002	31	12	1	1	0	0	0	0	0	-1	2	9	2	0	810	16	7	2	2
2002	52	20	4	2	1	1	0	0	2	2	1	9	3	4	811	17	7	1	1
2002	70	12	1	1	1	2	1	1	0	-1	2	1	2	0	812	98	7	1	1
2002	36	14	1	2	0	0	0	0	0	-1	2	5	2	0	813	16	7	2	2
2002	52	10	1	2	0	0	0	0	0	-1	1	9	2	0	814	8	7	 	2
2002	89	7	0	2	8	1	2	0	4	1	2	7	1	2	815	98	7	2	2
2002	28	13	1	2	1	2	0	0	4	5	1	4	2	2	816	4	7	2	2
2002	46	9	0	1	1	1	2	1	0	-1	2	11	1	0	817	9	5	2	2
2002	56	12	1	2	0	0	0	0	0	-1	2	5	2	0	818	12	5	1	1
2002	33	9	0	1	1	2	1	1	0	-1	2	3	1	0	819	16	5	2	2
2002	31	12	1	1	0	0	0	0	0	-1	2	2	2	0	820	19	5	2	2
2002	42	10	0	2	1	2	0	0	4	5	2	2	1	2	821	16	5	2	2
2002	59	12	1	1	1	1	2	2	0	-1	1	7	2	0	822	18	5	1	1
2002	23	10	0	2	0	0	0	0	0	-1	1	4	1	0	823	18	5	 	2
2002	53	11	0	1	0	0	0	0	0	-1	2	7	1	0	824	20	5	1	1
2002	21	14	2	1	1	1	1	1	1	1	1	3	2	5	825	98	5	 	1
2002	25	17	3	2	1	1	0	0	4	0	1	12	3	2	826	9	5	2	1
2002	38	12	1	1	1	2	2	0	0	-1	2	2	2	0	827	16	5	2	2
2002	54	16	3	1	0	0	0	0	0	-1	2	10	3	0	828	15	5	1	1
2002	34	19	4	1	0	0	0	0	0	-1	2	12	3	0	829	13	5	 	 
2002	27	12	1	1	1	1	1	2	2	2	1	6	2	4	830	14	5	2	1
2002	53	8	0	1	0	0	0	0	0	-1	2	11	1	0	831	6	5	2	2
2002	54	12	1	1	0	0	0	0	0	-1	2	5	2	0	832	16	5	1	1
2002	49	16	2	2	0	0	0	0	0	-1	1	4	2	0	833	20	5	1	1
2002	50	12	1	2	1	1	0	0	1	1	2	10	2	5	834	19	5	2	2
2002	31	11	0	1	2	1	1	1	0	-1	1	1	1	0	835	16	5	1	1
2002	64	12	1	2	0	0	0	0	0	-1	2	10	2	0	836	18	5	1	1
2002	37	12	1	1	1	1	1	1	5	2	2	3	2	1	837	16	5	2	2
2002	67	14	2	1	1	2	1	0	0	-1	1	7	2	0	838	23	5	1	1
2002	55	10	0	2	0	0	0	0	0	-1	2	9	1	0	839	16	5	2	2
2002	33	10	0	2	1	2	0	0	2	5	2	1	1	4	840	9	5	2	2
2002	23	16	3	2	0	0	0	0	0	-1	1	5	3	0	841	17	5	 	2
2002	37	14	1	1	0	0	0	0	0	-1	1	3	2	0	842	18	9	1	1
2002	30	11	1	1	2	1	1	1	5	3	2	6	2	1	843	16	9	2	1
2002	28	13	1	2	1	1	0	0	2	1	1	4	2	4	844	18	9	1	1
2002	60	15	2	2	1	2	2	0	0	-1	2	8	2	0	845	9	9	1	1
2002	57	20	4	2	0	0	0	0	0	-1	1	4	3	0	846	19	9	1	1
2002	57	17	3	2	1	2	2	2	2	3	1	3	3	4	847	20	9	1	1
2002	56	14	1	2	1	1	0	0	2	3	1	9	2	4	848	23	9	1	1
2002	54	12	1	1	0	0	0	0	0	-1	1	5	2	0	849	14	9	1	1
2002	42	6	0	2	0	0	0	0	0	-1	1	3	1	0	850	13	9	1	1
2002	43	15	1	2	0	0	0	0	0	-1	1	9	2	0	851	98	9	1	1
2002	57	14	1	1	1	2	1	0	5	5	2	11	2	1	852	9	9	2	2
2002	33	14	1	1	1	2	0	0	2	4	2	6	2	4	853	14	9	1	1
2002	39	8	0	2	0	0	0	0	0	-1	1	7	1	0	854	18	9	1	2
2002	41	12	1	1	1	2	2	2	3	3	1	3	2	3	855	19	9	1	1
2002	27	12	1	2	2	1	0	0	1	4	2	3	2	5	856	14	9	1	2
2002	43	16	3	2	0	0	0	0	0	-1	1	11	3	0	857	23	8	1	1
2002	27	19	4	1	0	0	0	0	0	-1	1	4	3	0	858	13	8	1	1
2002	36	16	3	1	0	0	0	0	0	-1	1	1	3	0	859	21	8	1	1
2002	51	16	3	2	1	3	2	2	2	4	1	5	3	4	860	12	8	1	1
2002	59	13	1	2	8	1	0	0	4	1	1	11	2	2	861	24	8	1	1
2002	45	16	3	2	1	3	2	1	0	-1	1	2	3	0	862	13	8	1	1
2002	44	17	3	1	0	0	0	0	0	-1	1	5	3	0	863	22	8	1	1
2002	41	15	1	1	1	2	1	2	0	-1	1	4	2	0	864	24	8	 	 
2002	20	12	1	2	0	0	0	0	0	-1	2	3	2	0	865	18	8	 	2
2002	28	20	4	1	0	0	0	0	0	-1	1	12	3	0	866	17	8	1	1
2002	51	15	1	1	1	1	0	0	2	1	1	3	2	4	867	20	8	2	2
2002	32	15	1	1	0	0	0	0	0	-1	1	1	2	0	868	18	8	1	1
2002	34	18	3	1	0	0	0	0	0	-1	1	9	3	0	869	18	8	1	1
2002	49	14	2	2	0	0	0	0	0	-1	1	6	2	0	870	21	8	1	1
2002	59	14	2	2	0	0	0	0	0	-1	1	2	2	0	871	18	8	1	1
2002	69	8	0	1	1	2	2	0	0	-1	1	2	1	0	872	20	4	1	1
2002	34	8	0	1	1	2	1	2	0	-1	2	12	1	0	873	5	4	2	2
2002	50	16	3	2	0	0	0	0	0	-1	2	6	3	0	874	20	4	1	1
2002	48	13	1	2	0	0	0	0	0	-1	1	7	2	0	875	20	4	1	1
2002	46	12	1	1	1	2	2	2	4	1	1	9	2	2	876	13	4	2	2
2002	22	12	1	2	0	0	0	0	0	-1	1	1	2	0	877	8	4	 	1
2002	34	12	1	2	1	2	2	2	3	2	2	2	2	3	878	16	4	1	2
2002	28	13	1	1	1	2	1	2	0	-1	1	1	2	0	879	19	4	 	1
2002	31	13	1	1	0	0	0	0	0	-1	1	7	2	0	880	17	4	2	1
2002	80	8	0	2	0	0	0	0	0	-1	2	7	1	0	881	24	4	2	2
2002	52	13	1	1	1	2	2	2	3	2	2	4	2	3	882	19	4	2	1
2002	47	16	3	2	1	2	1	1	0	-1	2	8	3	0	883	24	4	1	1
2002	62	18	4	2	0	0	0	0	0	-1	1	3	3	0	884	23	4	1	1
2002	62	12	1	1	0	0	0	0	0	-1	1	4	2	0	885	24	4	1	1
2002	48	20	4	1	1	1	1	1	2	1	1	8	3	4	886	23	4	1	1
2002	19	11	0	1	1	1	0	0	2	3	1	6	1	4	887	16	4	 	 
2002	39	18	4	1	0	0	0	0	0	-1	1	5	3	0	888	23	4	2	1
2002	38	16	3	1	0	0	0	0	0	-1	1	8	3	0	889	24	4	1	1
2002	52	16	3	2	0	0	0	0	0	-1	1	10	3	0	890	19	4	1	1
2002	52	12	1	1	1	3	2	2	3	3	1	5	2	3	891	9	4	1	1
2002	41	12	1	2	1	1	0	0	1	2	1	12	2	5	892	20	4	1	1
2002	43	13	1	1	0	0	0	0	0	-1	1	6	2	0	893	22	3	1	1
2002	62	12	1	2	2	1	1	1	1	1	1	8	2	5	894	20	3	1	1
2002	81	12	1	2	2	2	0	0	1	3	2	2	2	5	895	11	3	1	1
2002	42	12	1	2	0	0	0	0	0	-1	1	12	2	0	896	24	3	2	2
2002	47	12	1	1	0	0	0	0	0	-1	2	6	2	0	897	17	3	2	2
2002	49	12	1	1	2	1	1	1	1	4	2	4	2	5	898	16	3	1	1
2002	74	99	1	2	2	2	0	0	1	5	2	7	2	5	899	4	3	1	1
2002	55	19	4	2	1	2	1	1	0	-1	1	8	3	0	900	24	3	1	1
2002	44	12	1	1	0	0	0	0	0	-1	1	10	2	0	901	16	3	2	2
2002	46	14	1	2	1	2	0	0	1	2	2	2	2	5	902	4	3	1	1
2002	74	6	0	1	2	2	2	1	0	-1	2	9	1	0	903	10	3	1	1
2002	19	12	1	2	0	0	0	0	0	-1	1	3	2	0	904	15	3	 	 
2002	31	12	1	2	0	0	0	0	0	-1	1	11	2	0	905	11	3	2	2
2002	26	12	1	1	2	3	3	1	3	2	1	7	2	3	906	10	3	2	1
2002	69	12	1	2	2	1	0	0	1	2	2	9	2	5	907	24	6	1	1
2002	71	12	0	2	0	0	0	0	0	-1	2	2	1	0	908	98	6	2	1
2002	35	12	1	1	0	0	0	0	0	-1	1	12	2	0	909	19	6	1	1
2002	44	2	0	2	1	3	1	2	0	-1	1	5	1	0	910	14	6	1	1
2002	19	12	1	2	0	0	0	0	0	-1	2	5	2	0	911	17	6	 	 
2002	44	17	3	2	1	2	0	0	2	2	1	1	3	4	912	21	9	1	1
2002	28	12	1	1	1	2	1	1	0	-1	2	3	2	0	913	19	9	2	2
2002	53	18	4	2	0	0	0	0	0	-1	1	12	3	0	914	23	9	1	1
2002	59	12	1	1	0	0	0	0	0	-1	1	7	2	0	915	19	9	1	1
2002	72	12	1	2	0	0	0	0	0	-1	2	10	2	0	916	13	9	1	1
2002	59	18	3	1	0	0	0	0	0	-1	1	8	3	0	917	19	9	1	1
2002	39	14	1	1	0	0	0	0	0	-1	1	6	2	0	918	20	9	1	1
2002	22	11	0	1	1	1	1	1	3	3	2	2	1	3	919	19	9	 	2
2002	31	15	1	1	1	1	0	0	2	2	1	5	2	4	920	17	9	1	1
2002	66	12	1	1	0	0	0	0	0	-1	2	11	2	0	921	15	9	2	2
2002	76	13	1	2	0	0	0	0	0	-1	2	1	2	0	922	10	9	1	1
2002	43	12	1	1	2	2	2	1	0	-1	2	6	2	0	923	18	9	2	2
2002	76	8	0	2	1	3	0	0	2	5	2	11	1	4	924	98	9	1	2
2002	61	12	1	2	0	0	0	0	0	-1	1	8	2	0	925	98	9	1	1
2002	30	12	0	2	0	0	0	0	0	-1	1	12	1	0	926	20	9	2	2
2002	50	12	0	2	2	1	0	0	3	4	2	7	1	3	927	5	9	2	2
2002	54	12	1	2	0	0	0	0	0	-1	2	6	2	0	928	14	9	1	1
2002	47	12	1	1	1	3	3	1	2	5	1	12	2	4	929	16	9	2	2
2002	36	8	0	1	1	1	1	1	0	-1	2	2	1	0	930	16	9	2	2
2002	70	12	1	2	0	0	0	0	0	-1	2	6	2	0	931	12	7	1	1
2002	26	12	1	1	1	2	0	0	5	1	2	2	2	1	932	20	7	2	2
2002	54	11	0	2	0	0	0	0	0	-1	2	6	1	0	933	18	7	1	2
2002	43	14	1	2	1	2	0	0	2	3	1	12	2	4	934	23	7	1	1
2002	52	20	4	2	0	0	0	0	0	-1	1	6	3	0	935	23	7	1	1
2002	43	12	1	1	0	0	0	0	0	-1	2	3	2	0	936	12	7	1	2
2002	37	12	1	2	1	3	1	1	0	-1	1	6	2	0	937	12	7	2	2
2002	51	13	1	2	0	0	0	0	0	-1	2	4	2	0	938	10	7	2	1
2002	35	14	1	2	0	0	0	0	0	-1	2	6	2	0	939	12	7	2	1
2002	35	15	1	2	0	0	0	0	0	-1	2	6	2	0	940	16	7	1	1
2002	25	14	1	1	2	2	1	1	2	6	1	4	2	4	941	10	7	2	1
2002	87	6	0	2	1	2	8	0	1	5	2	6	1	5	942	24	7	2	2
2002	81	5	0	1	2	2	0	0	5	3	2	11	1	1	943	24	7	2	2
2002	62	12	1	1	1	2	1	2	0	-1	1	1	2	0	944	20	7	1	1
2002	40	12	1	2	0	0	0	0	0	-1	2	12	2	0	945	2	7	2	2
2002	45	12	1	2	0	0	0	0	0	-1	1	7	2	0	946	14	7	2	1
2002	21	12	1	1	1	2	2	1	1	20	1	10	2	5	947	13	7	 	2
2002	43	12	1	2	1	3	0	0	5	4	2	10	2	1	948	2	7	2	2
2002	67	6	0	2	1	3	2	0	0	-1	2	12	1	0	949	1	7	1	 
2002	35	12	1	2	0	0	0	0	0	-1	1	11	2	0	950	4	7	2	2
2002	51	20	3	1	0	0	0	0	0	-1	1	9	3	0	951	15	7	1	1
2002	43	15	2	2	0	0	0	0	0	-1	2	7	2	0	952	1	7	1	1
2002	80	12	0	2	8	2	1	2	1	5	2	6	1	5	953	18	9	1	1
2002	48	15	2	2	1	1	2	1	0	-1	1	6	2	0	954	20	9	1	1
2002	43	14	1	1	0	0	0	0	0	-1	1	5	2	0	955	21	9	1	1
2002	48	14	2	2	1	2	0	0	1	2	2	4	2	5	956	22	9	1	1
2002	75	18	4	1	1	2	2	0	0	-1	1	7	3	0	957	19	9	1	1
2002	68	18	4	1	0	0	0	0	0	-1	2	3	3	0	958	19	9	1	1
2002	69	17	3	1	0	0	0	0	0	-1	1	11	3	0	959	1	9	1	1
2002	48	12	1	1	2	2	2	1	1	1	1	3	2	5	960	22	9	1	2
2002	24	14	1	1	0	0	0	0	0	-1	1	11	2	0	961	16	9	 	2
2002	31	14	1	1	1	2	1	1	4	1	1	3	2	2	962	20	9	1	1
2002	54	14	2	2	2	1	0	0	1	2	1	10	2	5	963	19	9	1	1
2002	64	14	1	2	1	2	2	0	2	3	2	2	2	4	964	19	9	1	1
2002	22	13	1	1	1	2	1	1	0	-1	1	9	2	0	965	10	9	 	 
2002	37	16	3	2	0	0	0	0	0	-1	1	12	3	0	966	19	9	2	1
2002	47	18	4	1	0	0	0	0	0	-1	1	2	3	0	967	22	9	1	1
2002	26	12	1	2	1	2	0	0	2	1	2	5	2	4	968	20	9	2	1
2002	29	13	1	2	1	2	1	1	0	-1	1	5	2	0	969	23	9	2	1
2002	38	10	0	1	0	0	0	0	0	-1	1	11	1	0	970	15	3	2	2
2002	26	12	1	1	8	2	2	1	3	2	1	5	2	3	971	18	3	2	2
2002	27	12	1	2	1	2	0	0	4	1	2	12	2	2	972	16	3	2	2
2002	55	12	1	2	0	0	0	0	0	-1	1	6	2	0	973	14	3	1	2
2002	26	17	3	1	0	0	0	0	0	-1	1	5	3	0	974	15	3	2	1
2002	22	14	2	2	0	0	0	0	0	-1	1	12	2	0	975	16	3	 	2
2002	26	12	1	1	1	3	3	1	2	1	1	3	2	4	976	15	3	1	1
2002	23	12	1	1	1	2	1	1	0	-1	1	2	2	0	977	18	3	 	2
2002	48	12	1	1	0	0	0	0	0	-1	2	5	2	0	978	22	3	1	1
2002	64	16	3	2	0	0	0	0	0	-1	1	9	3	0	979	13	3	1	1
2002	68	12	1	1	1	1	1	0	1	4	2	11	2	5	980	13	3	1	1
2002	21	12	1	2	1	1	0	0	2	4	1	12	2	4	981	15	3	 	1
2002	27	13	1	1	0	0	0	0	0	-1	1	11	2	0	982	10	3	1	1
2002	21	13	1	2	0	0	0	0	0	-1	1	6	2	0	983	9	3	 	1
2002	28	12	1	2	0	0	0	0	0	-1	1	9	2	0	984	23	3	2	2
2002	56	15	2	1	0	0	0	0	0	-1	2	5	2	0	985	18	3	1	1
2002	63	12	1	2	0	0	0	0	0	-1	2	7	2	0	986	11	3	1	1
2002	48	14	2	1	1	2	0	0	1	1	1	8	2	5	987	23	3	1	1
2002	44	12	1	2	0	0	0	0	0	-1	1	12	2	0	988	19	3	1	1
2002	20	12	1	1	1	2	2	0	2	2	1	9	2	4	989	22	3	 	 
2002	62	12	1	2	1	1	0	0	3	4	1	8	2	3	990	15	3	1	1
2002	60	12	1	2	1	3	2	2	0	-1	2	3	2	0	991	9	3	1	1
2002	22	14	1	1	0	0	0	0	0	-1	1	1	2	0	992	23	3	 	1
2002	24	16	3	1	0	0	0	0	0	-1	1	1	3	0	993	14	3	1	1
2002	41	15	2	2	1	2	1	1	4	2	1	9	2	2	994	21	3	1	1
